source_date,symbol,variety,spot_price,main_contract,main_price,basis,basis_pct,basis_convention,status,source,source_url
2026-07-22,A,豆一,4505.0,2609,4711.0,-206.0,-4.57,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-22.html
2026-07-23,A,豆一,4505.0,2609,4752.0,-247.0,-5.48,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-23.html
2026-07-24,A,豆一,4505.0,2609,4777.0,-272.0,-6.04,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-24.html
2026-07-27,A,豆一,4505.0,2609,4762.0,-257.0,-5.7,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-27.html
2026-07-28,A,豆一,4505.0,2609,4697.0,-192.0,-4.26,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-28.html
2026-07-29,A,豆一,4505.0,2609,4713.0,-208.0,-4.62,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-29.html
2026-06-25,AG,白银,13830.0,2608,13811.0,19.0,0.14,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-25.html
2026-06-26,AG,白银,13867.0,2608,14212.0,-345.0,-2.49,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-26.html
2026-06-29,AG,白银,14185.67,2608,14272.0,-86.0,-0.61,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-29.html
2026-06-30,AG,白银,14047.0,2608,14410.0,-363.0,-2.58,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-30.html
2026-07-01,AG,白银,14059.67,2608,14032.0,27.0,0.19,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-01.html
2026-07-02,AG,白银,14558.67,2608,14650.0,-91.0,-0.63,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-02.html
2026-07-03,AG,白银,15150.67,2608,15256.0,-105.0,-0.69,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-03.html
2026-07-06,AG,白银,15170.67,2608,15083.0,87.0,0.57,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-06.html
2026-07-07,AG,白银,14904.0,2608,14880.0,24.0,0.16,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-07.html
2026-07-08,AG,白银,14616.67,2608,14860.0,-243.0,-1.66,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-08.html
2026-07-09,AG,白银,14184.67,2608,14403.0,-218.0,-1.54,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-09.html
2026-07-10,AG,白银,14616.33,2608,14656.0,-39.0,-0.27,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-10.html
2026-07-13,AG,白银,14304.33,2608,14135.0,169.0,1.18,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-13.html
2026-07-14,AG,白银,13920.33,2608,14217.0,-296.0,-2.13,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-14.html
2026-07-15,AG,白银,14215.0,2610,14253.0,-38.0,-0.27,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-15.html
2026-07-16,AG,白银,13879.33,2610,13937.0,-57.0,-0.41,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-16.html
2026-07-17,AG,白银,13450.67,2610,13545.0,-94.0,-0.7,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-17.html
2026-07-20,AG,白银,13720.67,2610,13753.0,-32.0,-0.23,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-20.html
2026-07-21,AG,白银,13975.0,2610,14420.0,-445.0,-3.18,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-21.html
2026-07-22,AG,白银,14588.67,2610,14531.0,57.0,0.39,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-22.html
2026-07-23,AG,白银,14559.0,2610,14614.0,-55.0,-0.38,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-23.html
2026-07-24,AG,白银,14061.0,2610,14154.0,-93.0,-0.66,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-24.html
2026-07-27,AG,白银,14560.67,2610,14558.0,2.67,0.02,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-27.html
2026-07-28,AG,白银,13987.33,2610,14088.0,-100.0,-0.71,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-28.html
2026-07-29,AG,白银,14071.67,2610,14268.0,-196.0,-1.39,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-29.html
2026-06-25,AL,铝,23075.0,2608,22865.0,210.0,0.91,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-25.html
2026-06-26,AL,铝,22896.67,2608,23000.0,-103.0,-0.45,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-26.html
2026-06-29,AL,铝,22896.67,2608,23085.0,-188.0,-0.82,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-29.html
2026-06-30,AL,铝,22520.0,2608,22565.0,-45.0,-0.2,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-30.html
2026-07-01,AL,铝,22270.0,2608,22370.0,-100.0,-0.45,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-01.html
2026-07-02,AL,铝,22556.67,2608,22400.0,156.0,0.69,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-02.html
2026-07-03,AL,铝,22773.33,2608,22840.0,-66.0,-0.29,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-03.html
2026-07-06,AL,铝,22853.33,2608,22885.0,-31.0,-0.14,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-06.html
2026-07-07,AL,铝,22953.33,2608,22940.0,13.0,0.06,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-07.html
2026-07-08,AL,铝,23053.33,2608,23075.0,-21.0,-0.09,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-08.html
2026-07-09,AL,铝,22966.67,2608,23060.0,-93.0,-0.4,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-09.html
2026-07-10,AL,铝,23133.33,2608,23055.0,78.0,0.34,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-10.html
2026-07-13,AL,铝,23016.67,2609,22970.0,46.0,0.2,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-13.html
2026-07-14,AL,铝,23283.33,2609,23335.0,-51.0,-0.22,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-14.html
2026-07-15,AL,铝,23193.33,2609,23205.0,-11.0,-0.05,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-15.html
2026-07-16,AL,铝,23183.33,2609,23240.0,-56.0,-0.24,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-16.html
2026-07-17,AL,铝,23233.33,2609,23190.0,43.0,0.19,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-17.html
2026-07-20,AL,铝,23233.33,2609,23010.0,223.0,0.96,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-20.html
2026-07-21,AL,铝,23093.33,2609,23160.0,-66.0,-0.29,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-21.html
2026-07-22,AL,铝,23186.67,2609,23190.0,-3.33,-0.01,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-22.html
2026-07-23,AL,铝,23270.0,2609,23345.0,-75.0,-0.32,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-23.html
2026-07-24,AL,铝,23213.33,2609,23225.0,-11.0,-0.05,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-24.html
2026-07-27,AL,铝,23216.67,2609,23195.0,21.0,0.09,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-27.html
2026-07-28,AL,铝,23211.67,2609,23220.0,-8.0,-0.03,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-28.html
2026-07-29,AL,铝,23413.33,2609,23455.0,-41.0,-0.18,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-29.html
2026-06-25,AU,黄金,883.72,2608,872.0,11.0,1.24,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-25.html
2026-06-26,AU,黄金,873.75,2608,883.3,-9.0,-1.03,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-26.html
2026-06-29,AU,黄金,888.27,2608,888.72,-0.45,-0.05,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-29.html
2026-06-30,AU,黄金,869.92,2608,881.24,-11.0,-1.26,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-30.html
2026-07-01,AU,黄金,869.05,2608,869.82,-0.77,-0.09,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-01.html
2026-07-02,AU,黄金,886.61,2608,890.66,-4.05,-0.46,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-02.html
2026-07-03,AU,黄金,911.07,2608,911.4,-0.33,-0.04,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-03.html
2026-07-06,AU,黄金,909.81,2608,907.82,1.99,0.22,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-06.html
2026-07-07,AU,黄金,903.25,2608,903.76,-0.51,-0.06,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-07.html
2026-07-08,AU,黄金,901.29,2608,902.76,-1.47,-0.16,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-08.html
2026-07-09,AU,黄金,892.61,2608,898.86,-6.0,-0.67,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-09.html
2026-07-10,AU,黄金,898.99,2608,897.94,1.05,0.12,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-10.html
2026-07-13,AU,黄金,890.85,2608,885.94,4.91,0.55,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-13.html
2026-07-14,AU,黄金,877.96,2608,880.26,-2.3,-0.26,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-14.html
2026-07-15,AU,黄金,878.81,2608,880.1,-1.29,-0.15,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-15.html
2026-07-16,AU,黄金,878.7,2610,881.6,-2.9,-0.33,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-16.html
2026-07-17,AU,黄金,871.39,2610,876.24,-4.85,-0.56,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-17.html
2026-07-20,AU,黄金,874.74,2610,876.64,-1.9,-0.22,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-20.html
2026-07-21,AU,黄金,877.32,2610,892.4,-15.0,-1.71,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-21.html
2026-07-22,AU,黄金,899.94,2610,901.74,-1.8,-0.2,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-22.html
2026-07-23,AU,黄金,898.24,2610,901.76,-3.52,-0.39,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-23.html
2026-07-24,AU,黄金,881.28,2610,883.8,-2.52,-0.29,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-24.html
2026-07-27,AU,黄金,888.81,2610,895.78,-6.0,-0.68,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-27.html
2026-07-28,AU,黄金,882.65,2610,885.1,-2.45,-0.28,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-28.html
2026-07-29,AU,黄金,880.93,2610,884.2,-3.27,-0.37,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-29.html
2026-06-25,BR,丁二烯橡胶,13010.0,2609,12035.0,975.0,7.49,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-25.html
2026-06-26,BR,丁二烯橡胶,12830.0,2609,11810.0,1020.0,7.95,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-26.html
2026-06-29,BR,丁二烯橡胶,12480.0,2609,11875.0,605.0,4.85,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-29.html
2026-06-30,BR,丁二烯橡胶,12480.0,2609,12110.0,370.0,2.96,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-30.html
2026-07-01,BR,丁二烯橡胶,12470.0,2609,11825.0,645.0,5.17,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-01.html
2026-07-02,BR,丁二烯橡胶,12320.0,2609,11630.0,690.0,5.6,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-02.html
2026-07-03,BR,丁二烯橡胶,12420.0,2609,12125.0,295.0,2.38,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-03.html
2026-07-06,BR,丁二烯橡胶,12490.0,2609,12240.0,250.0,2.0,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-06.html
2026-07-07,BR,丁二烯橡胶,12490.0,2609,12250.0,240.0,1.92,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-07.html
2026-07-08,BR,丁二烯橡胶,12600.0,2609,12430.0,170.0,1.35,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-08.html
2026-07-09,BR,丁二烯橡胶,12670.0,2609,12470.0,200.0,1.58,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-09.html
2026-07-10,BR,丁二烯橡胶,12750.0,2609,12655.0,95.0,0.75,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-10.html
2026-07-13,BR,丁二烯橡胶,12970.0,2609,12990.0,-20.0,-0.15,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-13.html
2026-07-14,BR,丁二烯橡胶,13590.0,2609,13390.0,200.0,1.47,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-14.html
2026-07-15,BR,丁二烯橡胶,13670.0,2609,13880.0,-210.0,-1.54,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-15.html
2026-07-16,BR,丁二烯橡胶,13770.0,2609,13740.0,30.0,0.22,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-16.html
2026-07-17,BR,丁二烯橡胶,13790.0,2609,13580.0,210.0,1.52,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-17.html
2026-07-20,BR,丁二烯橡胶,13970.0,2609,13745.0,225.0,1.61,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-20.html
2026-07-21,BR,丁二烯橡胶,13940.0,2609,13655.0,285.0,2.04,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-21.html
2026-07-22,BR,丁二烯橡胶,14030.0,2609,13765.0,265.0,1.89,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-22.html
2026-07-23,BR,丁二烯橡胶,14030.0,2609,13970.0,60.0,0.43,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-23.html
2026-07-24,BR,丁二烯橡胶,14060.0,2609,13820.0,240.0,1.71,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-24.html
2026-07-27,BR,丁二烯橡胶,13770.0,2609,13120.0,650.0,4.72,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-27.html
2026-07-28,BR,丁二烯橡胶,13540.0,2609,12860.0,680.0,5.02,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-28.html
2026-07-29,BR,丁二烯橡胶,13470.0,2609,12845.0,625.0,4.64,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-29.html
2026-06-25,BU,石油沥青,4380.0,2609,3722.0,658.0,15.02,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-25.html
2026-06-26,BU,石油沥青,4327.5,2609,3753.0,574.0,13.26,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-26.html
2026-06-29,BU,石油沥青,4345.0,2609,3801.0,544.0,12.52,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-29.html
2026-06-30,BU,石油沥青,4330.0,2609,3812.0,518.0,11.96,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-30.html
2026-07-01,BU,石油沥青,4345.0,2609,3809.0,536.0,12.34,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-01.html
2026-07-02,BU,石油沥青,4342.5,2609,3747.0,595.0,13.7,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-02.html
2026-07-03,BU,石油沥青,4342.5,2609,3851.0,491.0,11.31,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-03.html
2026-07-06,BU,石油沥青,4337.5,2609,3847.0,490.0,11.3,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-06.html
2026-07-07,BU,石油沥青,4332.5,2609,3853.0,479.0,11.06,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-07.html
2026-07-08,BU,石油沥青,4322.5,2609,3822.0,500.0,11.57,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-08.html
2026-07-09,BU,石油沥青,4322.5,2609,3756.0,566.0,13.09,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-09.html
2026-07-10,BU,石油沥青,4322.5,2609,3783.0,539.0,12.47,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-10.html
2026-07-13,BU,石油沥青,4350.0,2609,3832.0,518.0,11.91,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-13.html
2026-07-14,BU,石油沥青,4350.0,2609,4049.0,301.0,6.92,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-14.html
2026-07-15,BU,石油沥青,4350.0,2609,4083.0,267.0,6.14,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-15.html
2026-07-16,BU,石油沥青,4382.5,2609,4063.0,319.0,7.28,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-16.html
2026-07-17,BU,石油沥青,4387.5,2609,4120.0,267.0,6.09,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-17.html
2026-07-20,BU,石油沥青,4420.0,2609,4291.0,129.0,2.92,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-20.html
2026-07-21,BU,石油沥青,4390.0,2609,4164.0,226.0,5.15,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-21.html
2026-07-22,BU,石油沥青,4397.5,2609,4222.0,175.0,3.98,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-22.html
2026-07-23,BU,石油沥青,4387.5,2609,4288.0,99.0,2.26,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-23.html
2026-07-24,BU,石油沥青,4415.0,2609,4275.0,140.0,3.17,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-24.html
2026-07-27,BU,石油沥青,4372.5,2609,4140.0,232.0,5.31,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-27.html
2026-07-28,BU,石油沥青,4350.0,2609,4087.0,263.0,6.05,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-28.html
2026-07-29,BU,石油沥青,4330.0,2609,4119.0,211.0,4.87,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-29.html
2026-06-25,BZ,纯苯,6803.33,2608,6270.0,533.0,7.83,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-25.html
2026-06-26,BZ,纯苯,6703.33,2608,6170.0,533.0,7.95,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-26.html
2026-06-29,BZ,纯苯,6736.67,2608,6312.0,424.0,6.29,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-29.html
2026-06-30,BZ,纯苯,6736.67,2608,6452.0,284.0,4.22,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-06-30.html
2026-07-01,BZ,纯苯,6753.33,2608,6350.0,403.0,5.97,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-01.html
2026-07-02,BZ,纯苯,6720.0,2608,6380.0,340.0,5.06,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-02.html
2026-07-03,BZ,纯苯,6720.0,2608,6500.0,220.0,3.27,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-03.html
2026-07-06,BZ,纯苯,6770.0,2608,6558.0,212.0,3.13,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-06.html
2026-07-07,BZ,纯苯,6863.33,2608,6640.0,223.0,3.25,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-07.html
2026-07-08,BZ,纯苯,7170.0,2608,6949.0,221.0,3.08,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-08.html
2026-07-09,BZ,纯苯,7436.67,2608,6901.0,535.0,7.19,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-09.html
2026-07-10,BZ,纯苯,7320.0,2608,6816.0,504.0,6.89,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-10.html
2026-07-13,BZ,纯苯,7420.0,2608,7108.0,312.0,4.2,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-13.html
2026-07-14,BZ,纯苯,7620.0,2609,7191.0,429.0,5.63,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-14.html
2026-07-15,BZ,纯苯,7803.33,2609,7242.0,561.0,7.19,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-15.html
2026-07-16,BZ,纯苯,7880.0,2609,7226.0,654.0,8.3,现货价-主力期货价,OK,生意社期现基差表,https://www.100ppi.com/sf/day-2026-07-16.html
