report_date,source_date,symbol,variety,contract,close,change_pct,return_10d,return_20d,return_30d,monthly_return,turnover,volume,open_interest,open_interest_change,open_interest_change_pct,capital_flow,status,source
20260824,2026-08-24,UR,尿素,UR2701,1777,0.28,1.08,0.79,2.66,0.23,,,,5483,2.30,36517300,OK,同花顺期货通截图
20260824,2026-08-24,AO,氧化铝,ao2610,2690,-0.19,-0.15,-0.88,-0.41,2.32,,,,-13636,-4.79,-171000000,OK,同花顺期货通截图
20260824,2026-08-24,SS,不锈钢,ss2610,14215,-0.18,-2.74,-3.17,0.07,-2.84,,,,-4471,-3.84,-43264600,OK,同花顺期货通截图
20260824,2026-08-24,SF,硅铁,SF2611,5992,-0.10,1.87,2.22,3.20,6.03,,,,-3985,-0.85,-26599400,OK,同花顺期货通截图
20260824,2026-08-24,P,棕榈油,p2701,10145,-0.01,4.48,4.86,6.69,6.04,,,,10187,1.80,152000000,OK,同花顺期货通截图
20260824,2026-08-24,SN,沪锡,sn2609,427110,-0.14,-0.21,1.37,4.37,0.36,,,,-5427,-18.15,-661000000,OK,同花顺期货通截图
20260824,2026-08-24,BZ,纯苯,bz2610,7593,-0.17,9.71,6.09,13.16,7.93,,,,1193,4.65,33197600,OK,同花顺期货通截图
20260824,2026-08-24,CF,棉花,CF2701,17035,-0.21,1.94,4.09,3.24,5.15,,,,1842,0.33,10209500,OK,同花顺期货通截图
20260824,2026-08-24,SR,白糖,SR2701,5375,-0.22,0.49,1.36,-0.32,3.68,,,,13387,2.20,80501700,OK,同花顺期货通截图
20260824,2026-08-24,LU,低硫油,lu2610,5027,-0.34,14.46,12.44,24.22,12.97,,,,-877,-1.06,-19921400,OK,同花顺期货通截图
20260824,2026-08-24,Y,豆油,y2701,8805,-0.35,4.26,3.72,2.85,4.75,,,,7052,0.98,67700300,OK,同花顺期货通截图
20260824,2026-08-24,M,豆粕,m2701,3232,-0.37,2.67,0.50,3.69,3.23,,,,-4013,-0.16,-4340900,OK,同花顺期货通截图
20260824,2026-08-24,L,塑料,l2701,7810,-0.37,8.07,8.31,11.51,6.55,,,,9642,2.52,38277700,OK,同花顺期货通截图
20260824,2026-08-24,SI,工业硅,si2611,8730,-0.46,1.33,4.36,2.65,5.58,,,,-7034,-2.31,-79676300,OK,同花顺期货通截图
20260824,2026-08-24,RM,菜粕,RM2611,2235,-0.49,2.81,-2.53,2.15,0.86,,,,-3691,-0.57,-14284500,OK,同花顺期货通截图
20260824,2026-08-24,PR,瓶片,PR2611,7336,-0.54,5.58,6.20,9.26,3.47,,,,2847,5.56,38479000,OK,同花顺期货通截图
20260824,2026-08-24,FU,燃油,fu2611,3829,-0.55,15.47,11.34,19.92,12.88,,,,-963,-0.34,-26422900,OK,同花顺期货通截图
20260824,2026-08-24,A,豆一,a2611,5031,-0.69,2.74,4.92,5.96,6.23,,,,-10449,-2.67,-68664100,OK,同花顺期货通截图
20260824,2026-08-24,V,PVC,v2701,4644,-0.77,0.09,-0.75,0.19,0.54,,,,70637,7.67,207000000,OK,同花顺期货通截图
20260824,2026-08-24,PK,花生,PK2611,8078,-0.81,-1.73,-2.53,-3.83,-0.81,,,,1030,0.44,-4108000,OK,同花顺期货通截图
20260824,2026-08-24,B,豆二,b2611,4000,-1.01,3.92,2.51,4.36,5.04,,,,-1935,-0.85,-18140400,OK,同花顺期货通截图
20260824,2026-08-24,TA,PTA,TA2701,5674,-1.18,3.13,4.15,5.58,2.01,,,,-9139,-1.07,-71079100,OK,同花顺期货通截图
20260824,2026-08-24,OI,菜油,OI2611,10412,-1.22,3.39,4.22,5.56,5.09,,,,-5948,-1.73,-124000000,OK,同花顺期货通截图
20260824,2026-08-24,PX,对二甲苯,PX2611,8162,-1.38,3.76,3.71,5.64,1.90,,,,-4814,-2.97,-37725100,OK,同花顺期货通截图
20260824,2026-08-24,JD,鸡蛋,jd2610,3787,-1.71,-3.00,-2.47,-10.68,3.07,,,,12484,4.51,47975700,OK,同花顺期货通截图
20260824,2026-08-24,LH,生猪,lh2611,12030,-2.12,-1.15,-1.51,-5.50,3.34,,,,15533,7.97,369000000,OK,同花顺期货通截图
20260824,2026-08-24,PS,多晶硅,ps2611,37695,-2.45,3.10,11.66,3.19,15.89,,,,2309,2.09,4659600,OK,同花顺期货通截图
20260824,2026-08-24,AP,苹果,AP2610,7489,-2.47,-3.19,-3.08,-0.99,-2.01,,,,-892,-0.85,-45293200,OK,同花顺期货通截图
20260824,2026-08-24,IH,上证50,IH2609,2851.0,-0.38,-2.90,-2.46,-0.75,-1.22,,,,1377,1.85,229000000,OK,同花顺期货通截图
20260824,2026-08-24,IF,沪深300,IF2609,4526.4,-1.12,-2.54,-2.70,-2.33,1.53,,,,-679,-0.43,-788000000,OK,同花顺期货通截图
20260824,2026-08-24,IM,中证1000,IM2609,7425.8,-1.38,-2.38,3.87,-3.37,7.83,,,,513,0.20,-1051000000,OK,同花顺期货通截图
20260824,2026-08-24,IC,中证500,IC2609,7628.4,-1.77,-3.21,-0.24,-4.90,4.90,,,,5603,3.33,973000000,OK,同花顺期货通截图
